,7h,12h,16h,24h
YDR127W,52.1307,54.1093,19.1501,11.7825
YIL114C,23.7317,23.5356,5.28989,5.74719
YBL059C-A,22.4386,58.083,86.7942,63.5275
YMR186W,45.7016,48.3042,115,186.364
YIR032C,7.00837,14.466,3.55326,3.19983
YPL019C,32.0828,28.7242,14.9511,19.7467
YDR188W,70.0949,74.8721,62.1882,57.7579
YLL033W,9.55545,16.9409,14.0554,9.89388
YER147C,7.28219,9.59297,11.5446,10.6914
YNL011C,5.95966,9.70138,11.1557,11.0215
YOR153W,66.2902,73.9768,87.9173,99.33
YNL190W,701.906,596.487,831.873,815.101
YOR049C,65.5858,77.104,236.168,638.905
YMR084W,0.295289,1.5466,2.04714,4.50989
YGL161C,55.7126,63.5618,27.4084,13.8863
YPR086W,31.8434,28.3994,30.6615,29.3964
YGL151W,8.72896,7.42075,4.87702,2.63415
YMR030W-A,1.26105,0,0,0.656828
YDL065C,16.6734,12.0131,14.4923,20.3446
YML011C,25.4862,33.2464,28.8835,22.4637
YNR028W,26.4173,33.4141,13.5825,6.41011
YCL054W-A,0,0,0,0
YLR066W,61.295,48.662,18.6499,10.1717
YIL137C,12.8215,12.2049,6.98337,5.05064
YKR057W,2115.94,1545.19,683.29,321.73
YOR288C,6.50439,7.70683,6.16835,8.23125
YDL204W,5.25021,11.8356,10.8795,11.7577
YPL108W,14.3631,11.0967,4.03719,4.0766
YHR029C,24.951,20.1336,10.3333,8.21631
YOR178C,5.48414,8.6457,50.1482,98.5055
YER036C,248.014,283.568,210.546,166.593
YKL081W,470.733,285.244,122.462,90.7843
YNL173C,5.94656,33.3673,29.4786,20.0699
YOR293W,4450.88,2079.36,1025.33,368.175
YGL211W,58.4226,62.17,50.6346,33.4698
YDL051W,131.524,103.644,74.4742,48.1265
YCR061W,8.40269,21.8882,37.3451,37.723
YDR363W,10.4786,7.70818,5.60526,3.27783
YPL050C,115.114,122.192,88.2354,57.7605
YER142C,2.05057,8.39643,14.572,21.4715
YER151C,20.8026,18.3183,13.8386,15.5003
YGR225W,0.344485,1.57758,0.649338,0.349627
YOL033W,4.06392,9.44204,5.08117,2.89345
YPL257W-B,0,0,0,0
YLR087C,1.92534,2.16363,1.15434,1.01749
YAL037C-A,103.896,65.8903,118.867,115.3
YDR443C,3.81711,4.64202,2.70922,2.40182
YPL280W,2.32355,23.2508,15.296,9.06798
YNL284C-B,21.3102,12.4402,5.50868,3.70576
YNL108C,43.3164,31.4537,24.2002,21.4305
YDR288W,15.4147,17.0637,13.0883,12.196
YLR290C,12.8193,19.3516,15.284,8.98505
YJR138W,4.04394,2.54458,1.1459,0.940618
YNL184C,17.6659,42.0587,32.3401,20.4265
YOL030W,404.758,361.797,235.6,186.178
YGR100W,6.75943,6.52417,4.47551,3.12743
YER102W,1417.83,917.627,470.013,108.795
YJR057W,23.7905,16.1943,9.53468,11.5544
YDL033C,13.7002,19.293,17.9729,13.6525
YJL049W,6.63204,4.69449,3.03657,3.88703
YPL060C-A,0,0,0.0584922,0.0379343
YGL202W,224.493,171.83,51.6747,55.8433
YGL025C,14.9785,12.5644,10.5268,8.9789
YBL086C,5.75006,4.72772,12.3873,24.4502
YKL085W,33.5847,96.2732,234.098,137.822
YPR013C,22.4002,12.3817,14.4472,21.7913
YLR203C,20.4642,95.112,70.3638,56.3345
YPL171C,193.519,482.908,526.173,395.371
YDL201W,74.0477,64.1843,43.918,28.2479
YNL009W,0.843603,2.39207,2.5466,4.54226
YGR264C,127.95,118.989,61.2454,38.4161
YFR029W,10.8054,11.6906,10.9727,10.3726
YCR108C,15.6949,16.4012,7.94426,14.2009
YOR125C,32.756,52.8301,24.1895,10.8565
YNL022C,33.8002,37.9185,31.9095,21.813
YGL170C,2.12117,3.16224,2.53474,1.39852
YNR037C,54.6595,174.384,131.444,75.8626
YMR213W,3.96429,4.79508,4.28053,4.17994
YGR280C,65.049,79.4974,48.1047,22.7644
YGR236C,2.85884,7.49367,129.33,282.736
YNL323W,25.8412,35.0119,28.6932,19.857
YLL052C,181.892,191.589,125.406,174.047
YKR074W,58.9211,60.9386,29.4842,16.889
YNL305C,25.7729,102.075,242.647,304.653
YIL136W,3.02554,30.6014,34.6569,33.4847
YGL068W,85.7605,188.676,127.719,64.4783
YLR156C-A,133.494,189.575,510.57,649.752
YCL018W,2256.9,909.342,220.944,75.4287
YCL017C,41.2442,88.655,101.59,91.7591
YKR004C,8.96376,6.85869,4.44616,3.69776
YNL280C,118.847,132.835,27.514,37.3872
YGR274C,6.63627,5.78086,7.46484,6.33945
YBR040W,0.246807,0.322311,0,0.274725
YDR040C,6.09513,9.17683,4.75036,6.50554
YLR363W-A,195.177,140.077,108.236,72.5376
YFR046C,4.91066,4.02876,1.89324,1.42932
YIL139C,20.7481,21.3537,16.0318,6.50994
YJR085C,63.0209,249.616,148.476,59.4015
YDR446W,0.242852,0,0.349343,0.252472
YJL180C,17.6538,28.9693,19.3176,8.30423
YPL119C-A,3.49352,7.18323,22.7464,46.1303
YNR013C,45.0188,46.2166,22.3373,18.5381
YBR128C,1.55908,3.23371,6.01957,6.80705
YHL039W,43.8616,50.7271,28.6339,19.5196
YCR073W-A,23.2068,46.2761,46.6525,33.1221
YDL185W,174.852,160.548,83.7395,61.0205
YOR291W,8.86672,12.04,9.56076,5.66415
YMR277W,28.5705,21.7629,19.8121,12.7928
YGR148C,939.047,608.137,343.943,130.967
YPL144W,51.8889,35.7532,27.5391,11.7644
YIR025W,2.94647,3.29882,2.43023,3.89333
YGR055W,7.14741,5.51661,10.4022,48.6188
YDR459C,18.566,29.088,32.8257,33.4958
YML010W,16.4093,15.0082,9.57101,8.72704
YMR002W,175.684,420.865,580.138,825.543
YBL040C,67.2971,75.919,52.2,35.7223
YFL051C,21.5851,4.29906,1.33068,1.74873
YGR163W,25.6262,20.8162,18.7871,13.1006
YDR173C,3.74166,7.4164,22.945,36.0252
YDL089W,7.71555,11.4613,16.4537,15.7881
YBL002W,1380.73,315.999,266.174,148.032
YGR237C,3.19321,4.36991,4.55844,6.57856
YBR126W-A,585.299,1134.77,1872.35,536.591
YHR003C,37.4918,37.9693,16.5715,10.3366
YDR076W,7.13219,10.5892,16.9877,18.1758
YPL007C,5.78212,2.48779,1.38362,0.705783
YPL122C,11.3183,11.4865,10.4158,6.01872
YPL268W,7.05468,7.44312,5.6359,4.20452
YHL048W,7.3798,9.77647,6.51975,4.84043
YLR364W,178.623,97.8806,31.4958,19.3981
YPL013C,75.1043,105.694,71.854,41.8492
YNL185C,40.5059,97.4808,84.5467,54.0176
Q0255,0,0,0,0
YFR032C-A,6659.17,3738.66,1772.96,621.438
YIL026C,5.06653,1.2924,0.533004,0.494297
YDR353W,185.646,178.851,155.532,134.481
YDR476C,38.0306,86.297,76.2832,58.833
YMR064W,16.1275,16.8791,23.2048,12.3818
YMR321C,0,0,0,0
YGR188C,1.967,0.857983,0.455054,0.400217
YMR008C,129.312,115.942,82.3939,78.844
YDR093W,15.864,15.5674,14.9543,12.8425
YDR520C,6.98759,7.08866,7.42547,6.87252
YLL043W,26.3829,30.8065,34.0798,26.3101
YPL129W,72.2154,60.8312,38.6813,30.2597
YBL093C,87.635,115.519,107.272,104.331
YKR092C,148.139,106.932,69.054,29.0037
YER011W,819.453,690.333,243.792,513.584
YOR355W,76.7266,84.909,66.2805,38.0801
YNL204C,4.97635,8.36086,11.7735,5.72213
YGR060W,3801.5,6141.46,3232.35,3531.15
YPL183W-A,89.0823,217.886,239.117,142.173
YCL028W,52.5288,51.9977,30.5319,26.0902
YDL178W,60.4159,82.4411,29.8901,18.8644
YIL173W,0,0,4.46547E-10,0
YBR282W,31.8188,53.3524,63.0127,51.3824
YGR058W,19.4432,20.3098,20.5663,14.4938
YKL029C,204.79,162.461,146.372,126.902
YNL116W,15.246,15.304,16.9439,16.2342
YDR461C-A,7.56338,36.1206,17.0544,27.868
YNL106C,3.56381,4.56945,5.17446,3.70532
YMR193W,18.9508,28.3746,24.0945,10.0541
YLL007C,2.93535,2.52578,1.08236,0.308527
YMR058W,11.5602,90.553,41.6365,23.2088
YMR006C,105.361,56.1073,37.8268,30.5719
YLL004W,9.95027,7.66321,6.15917,5.98052
YPR009W,54.0724,43.0148,20.4444,10.9608
YBR006W,3.89477,37.9112,110.429,221.426
YBL071W-A,441.806,443.535,550.516,358.115
YFL053W,0,0,0,0
YOL021C,36.7848,39.3207,21.38,13.2902
YNL033W,0,0,0,0
YDR119W-A,116.659,598.95,616.503,935.12
YFL009W,16.0879,19.6017,22.8143,22.6961
YBL072C,2073.53,1385.48,771.521,252.887
YLR393W,6.41998,14.4172,15.2616,9.03831
YBR021W,95.2657,112.832,166.601,151.005
YDL121C,118.863,93.6513,57.6949,38.7858
YMR251W,0.79072,3.21002,3.95954,10.5489
YBR196C-B,63.2294,61.8768,14.766,12.9592
YER007W,5.6635,5.43056,3.43465,3.23972
YJR041C,15.0317,15.6572,6.08532,5.79053
YPR046W,7.76352,4.43495,3.6344,3.66956
YLR407W,107.858,111.72,113.057,70.8753
YDR003W,25.7603,48.3543,83.1642,110.14
YDL115C,11.1889,11.0358,18.3388,31.3388
YMR069W,2.12978,1.81374,1.09586,1.76106
YLL056C,328.402,294.941,216.8,346.291
YDL088C,32.418,34.7034,28.5396,20.5334
YDR436W,2.02804,5.7108,6.22766,4.13164
YDL106C,6.44179,5.79553,6.69825,9.20306
YJL102W,1.5664,6.64858,9.31054,12.8611
YMR073C,39.1942,46.8351,32.6896,27.3418
YMR214W,21.9542,22.9572,15.0208,17.0826
YMR060C,13.1343,17.8715,17.3302,11.933
YOR198C,67.2518,40.193,12.0489,6.86494
YMR181C,191.196,457.777,873.453,762.057
YJL019W,5.35847,3.2633,2.60186,2.90189
YFR024C-A,20.2419,30.2648,16.7876,8.6778
YOL128C,35.7015,43.6218,36.5153,37.4503
YHR148W,94.2989,76.8694,48.6207,30.1153
YML045W,42.3726,23.6034,10.3335,3.27593
YGL101W,97.6429,90.1509,60.4379,47.5283
YJL036W,4.96497,8.43669,10.5249,17.3418
YLR335W,31.0677,23.0163,13.7293,12.0792
YMR048W,11.3269,5.77108,3.72081,6.07299
YPL252C,82.144,108.693,41.6522,19.7093
YKL042W,9.006,3.41113,2.70416,5.57901
YNL024C-A,463.286,515.535,455.271,424.601
YLR333C,1322.55,1120.84,644.224,203.728
YLR035C,3.99018,4.98351,5.88748,3.0445
YJL054W,27.1641,38.2161,32.0762,28.0538
YML002W,7.48231,10.4125,7.40632,6.03148
YHL002W,21.1669,20.1405,25.6714,26.3319
YBR016W,20.8433,36.7038,34.3082,44.0867
YMR255W,21.3556,24.6859,28.2033,53.8516
YFR025C,45.9567,35.5492,14.493,8.22859
YJL037W,4.2382,11.2882,4.86015,6.05914
YHL034C,128.686,108.807,26.6405,20.606
YHR134W,18.1421,17.9079,15.8478,8.95962
YDR170C,11.5559,8.50592,2.03505,1.3771
YMR308C,69.7077,70.5553,39.4684,31.0485
YJR095W,0.449677,1.44637,2.31498,3.00034
YGR256W,4.28155,70.3027,62.5526,56.5825
YBR268W,56.4187,92.225,85.8513,48.0299
YOL040C,3234.71,2373.12,1313.37,434.245
YBR011C,765.575,541.05,229.462,110.941
YBR078W,838.69,542.208,482.024,471.639
YER111C,4.57605,2.85935,1.34928,0.544848
YMR230W-A,8.8536,12.4357,31.4574,8.96707
YGL005C,11.9038,10.8814,7.74667,5.06621
YBL013W,1.05079,1.96124,1.0025,1.29607
YDR313C,16.088,22.784,39.2841,37.6332
YML103C,11.7253,10.5358,3.18804,1.54364
YPL227C,41.1531,30.1287,16.3453,12.7474
YFR034C,9.62088,10.5684,10.9539,7.66287
YKR059W,375.313,259.936,106.886,77.118
YCL033C,16.2776,66.58,20.1863,8.15321
YGR243W,13.0707,22.8922,60.3556,146.91
YER058W,17.8705,39.9458,53.439,30.4043
YML062C,7.84467,6.7142,5.05769,2.8723
YLR357W,10.3575,7.88162,7.13368,6.70144
YOR016C,79.5597,72.4074,45.1445,48.6005
YOR298C-A,75.9952,90.5331,590.721,1228.21
YJL172W,5.7887,7.4294,4.99093,5.66912
YFL010W-A,64.793,50.7237,16.1173,18.6439
YLR243W,43.1979,50.0668,22.914,17.3153
YNL320W,20.2741,35.7294,20.8854,15.7416
YGL054C,377.274,460.494,367.967,227.818
YHR154W,5.13762,1.38159,0.45941,0.185721
YER133W,131.357,95.4348,95.716,77.3145
YNL212W,11.6385,13.911,17.8014,19.9895
YMR109W,9.6479,6.58612,3.87809,2.32198
YLR406C,1375.64,735.132,317.832,51.8808
YER150W,55.0198,1937.88,12298.1,18648.9
YEL025C,4.45714,8.00587,3.19404,1.47411
YBR005W,9.32789,25.5433,34.0543,39.4276
YIL092W,6.99724,7.30851,6.71776,3.37105
YFL025C,11.887,15.9696,16.6535,13.8767
YLR240W,4.68172,4.64634,3.12929,1.3767
YIR018C-A,68.6202,76.2585,74.4938,99.1615
YPR158W,15.85,18.0173,17.7837,31.7308
YHR017W,11.8465,12.515,18.1777,18.0924
YLR165C,10.3337,14.3049,13.931,5.47043
YGL189C,3060.34,1771.03,1162.83,397.21
YGR021W,8.86188,25.6828,32.507,10.2264
YHR016C,7.26503,24.1154,26.9354,28.729
YLR319C,6.1634,4.57419,3.79158,2.2363
YGL142C,10.6482,19.1097,26.6025,25.6907
YDR213W,6.38444,5.62048,3.69953,3.76695
YBR017C,38.8932,37.4176,23.8357,14.0129
YPL188W,36.8369,32.0025,27.5066,16.6265
YER122C,79.8874,54.5782,46.299,31.46
YKL113C,27.5822,8.44508,5.91828,7.83815
YJR092W,4.91875,0.844507,0.503387,0.338779
YNL250W,1.92987,1.84961,1.42432,1.02525
YDR261W-A,1.66891,1.75076,2.93061,2.14112
YPR148C,19.0765,17.2853,15.0882,18.7091
YPR026W,2.07377,14.3678,34.9835,36.7558
YLR397C,24.119,28.3998,17.4751,7.89208
YOL026C,42.4268,72.6819,35.8643,22.4484
YKL007W,47.6603,45.655,32.2045,20.4715
YMR279C,7.85381,10.321,6.47934,3.50727
YBR291C,210.41,102.176,19.9311,15.4604
YKL209C,0.780289,0.822186,0.543172,0.254507
YPR068C,7.41602,6.24357,6.16454,3.69651
YMR001C-A,8.66669,1.02676,0,2.00158
YMR144W,7.84687,2.02089,0.404076,0.870359
YDL019C,13.5469,17.7989,14.9274,11.8376
YGR066C,1.52886,5.83409,3.74453,1.05205
YLR447C,204.829,167.502,117.98,55.4541
YHR149C,28.7905,26.9619,12.5889,3.92826
YBR235W,6.58676,15.0386,13.2612,12.8362
YDR206W,26.068,28.2938,15.4302,8.61822
YDR343C,1151.58,444.823,50.6756,85.4967
YNL232W,72.9767,64.7253,57.3147,42.2137
YAL054C,1.41144,8.79932,23.6167,62.6791
YGR159C,678.56,559.75,386.171,266.584
YDR258C,8.16008,71.8774,263.294,328.283
YDL220C,2.2159,1.87491,1.65567,1.48171
YGL012W,315.92,464.868,453.663,432.059
YDR473C,7.59369,6.09914,4.48022,5.64356
YGR030C,33.598,29.5921,21.338,17.808
YML061C,9.20635,5.95519,3.45893,1.67923
YML039W,1.06045E-05,1.50039E-05,8.80158E-06,0
YGR101W,10.4349,25.6948,38.7942,61.6402
YBR130C,18.6438,10.974,9.31688,7.94794
YMR108W,240.383,206.427,133.554,99.8316
25,14.08,15.6329,14.0921,8.53368
YLR133W,4.52127,8.65413,4.78708,2.73616
YKL074C,12.2087,11.0498,8.95796,5.11099
YJR151C,4.44555,8.30548,7.24729,5.7747
YGR033C,65.774,68.8895,91.1401,65.519
YNR045W,5.27602,6.19727,10.5648,9.8131
YGL077C,93.6713,140.628,133.221,67.8714
YGL258W-A,5.28157,13.0154,13.9492,20.0171
YJL042W,8.78516,8.55947,9.01414,7.27982
YJL138C,889.502,784.02,490.496,354.569
YCL044C,14.0489,18.2737,18.9357,23.3303
YJR026W,0.808861,0.0230732,0.000734291,0
YDR347W,37.575,94.603,74.936,52.5523
YKR028W,18.3036,14.8841,7.43765,5.8031
YNR056C,4.32129,7.63298,7.51548,5.43987
YAL005C,54.1562,286.981,787.016,1219.61
YOR233W,15.5077,10.9684,10.2776,8.34259
YLR418C,24.8337,17.4896,6.29864,4.16323
YGR044C,3.76588,6.18192,14.9667,15.907
YNL308C,37.0344,33.3337,18.4407,11.8314
YOR307C,65.8238,67.7278,68.3511,57.6973
YDR104C,1.75907,1.66128,1.34082,1.07862
YNL046W,33.3359,40.5328,12.0401,10.1439
YBR059C,9.10232,9.63333,8.8674,6.95253
YBR023C,22.5299,25.4831,28.8849,21.8453
YJL039C,13.4045,12.2415,3.97043,3.62867
YDL058W,6.05583,4.02639,2.09527,1.31917
YGL089C,4.80241,9.86,4.95393,8.26351
YPR132W,2031.79,1261.78,741.731,259.122
YBR015C,82.926,86.2252,75.0564,68.8461
YMR272W-B,0,0,0,5.65047
YOR190W,1.00361,1.71676,1.98701,2.64805
YIR004W,14.9133,16.388,12.9469,13.8598
YDL145C,43.6755,36.8165,16.4006,14.7223
YLR057W,8.10966,8.88979,5.99061,3.78324
YER178W,189.555,264.891,105.896,80.1985
YPL153C,3.9426,1.66854,1.5759,1.4344
YLR323C,9.28624,15.0607,17.0717,24.4022
YFL067W,2.44189,3.1803,2.12892,2.39113
YDR389W,18.8176,13.2405,8.03923,6.37667
YGR284C,106.831,131.519,70.868,77.7998
YMR137C,3.44709,4.55961,4.10155,4.29602
YBR072W,184.307,4726.07,18129.7,23800.5
YJR153W,0.589279,0.843276,0.473311,0.545398
YLL028W,156.661,154.037,253.421,300.61
YIL077C,13.9692,14.0852,32.7068,32.1438
YOR179C,20.0913,11.8792,7.71598,9.5142
YOR014W,27.382,23.497,27.7326,27.8003
YDR189W,23.8807,16.4946,7.50061,4.92839
YOR136W,123.111,269.964,838.77,698.584
YBR107C,23.6024,20.1767,16.4048,12.9246
YBR159W,78.7033,61.8131,28.732,12.6565
YEL015W,27.7835,18.0542,12.5945,8.5294
YDL049C,4.49806,3.83797,4.2185,8.7113
YPR190C,36.92,35.6036,27.3593,17.3317
YIL044C,29.8301,24.7105,19.0593,16.1649
YPR091C,7.81405,14.1421,13.8053,7.02918
YDR524C,22.7715,23.9018,19.1573,11.293
YGL258W,1.60779,1.56285,0.942429,0.410156
YOR002W,43.217,48.5023,34.0372,29.5549
YDR516C,23.4295,73.5266,169.664,171.735
YOR275C,6.93733,10.8704,8.65171,10.5589
YOR313C,0.349799,0.370504,0.127769,0.05464
YDR304C,177.851,219.029,121.341,63.0164
YPR008W,38.2928,33.1703,35.8662,36.8224
YLL024C,118.249,87.0898,241.423,541.547
YDR140W,28.1033,24.1927,22.6695,22.7217
YBR191W,929.944,664.873,299.675,79.8586
YHR015W,0.768545,0.645824,0.192447,0.363509
YOR319W,30.0565,40.1838,34.966,28.8351
YOL156W,0.471195,1.12346,1.36712,1.75613
YLR389C,18.7224,18.1811,11.0051,6.72244
YKL114C,19.159,14.8209,9.98373,7.41083
YKL084W,34.111,10.683,25.8474,20.8471
YOL158C,2.95651,3.74942,2.31742,2.04877
YDR130C,10.049,6.66612,5.49571,11.2249
YBL032W,32.8939,21.2164,17.212,14.6694
YOR237W,0.216729,0.256092,0.0763504,0.165116
YGR041W,4.51094,5.11506,5.91447,5.83424
YGR003W,9.96684,9.49711,9.36157,8.79048
YKL138C,22.4055,64.4815,89.6639,53.9371
YMR212C,22.5165,22.745,10.6915,9.74224
YDR139C,236.185,240.384,162.026,123.957
YDR316W-A,28.483,40.2655,19.8657,8.93315
YDR490C,4.41739,8.55982,8.58103,8.29872
YLR369W,8.81243,12.6891,9.99917,7.76316
YGL205W,0.915053,1.64343,1.17748,0.950976
R0040C,165.263,174.623,196.072,150.968
YPL125W,7.64844,7.37013,5.93231,3.76207
YLR009W,221.282,202.065,136.673,80.3434
YML119W,19.7881,14.6293,14.7438,19.5493
YER174C,18.0808,16.4409,15.0654,13.9787
YKL024C,164.664,217.746,176.403,121.963
YJR150C,620.72,478.324,203.141,275
YDR285W,0.626396,0.757531,0.806029,0.382922
YJR005W,17.5344,14.0177,18.309,18.192
YLR116W,24.1185,21.2368,13.6277,15.2459
YER120W,198.346,167.767,90.1886,52.79
YHL035C,3.12183,5.29109,2.15322,0.835107
YOR335C,204.195,184.792,147.291,139.111
YLR176C,2.15759,2.14822,3.13624,3.98623
YPL110C,3.31432,3.65921,2.06569,1.15702
YCR005C,153.777,339.303,166.981,509.574
YBL042C,57.7896,114.131,52.9264,127.049
YHL047C,7.61984,15.1723,7.49009,6.54142
YGL237C,5.04646,11.7426,19.2651,25.7881
YPR017C,45.3053,51.6041,31.5331,19.7877
YML034W,6.29463,3.62979,12.1259,24.5728
YOR367W,29.1408,39.0192,31.1096,40.7559
YDL104C,5.72673,6.80961,3.29996,1.0104
YLR422W,3.45466,4.79275,3.75568,3.12259
YOR195W,6.32548,1.74285,1.5759,3.52938
YIL101C,0.917553,0.878411,1.86504,9.37713
YOR293C-A,2.47037,2.57307,0,0
YHR068W,182.976,166.338,89.8791,63.344
YPR149W,211.874,107.191,341.933,859.623
YDL130W-A,90.8957,518.939,499.935,393.898
YCR072C,59.6956,63.0154,34.0634,21.383
YOR216C,10.3388,4.80633,1.78107,0.648828
YPR179C,7.28104,5.90503,4.74643,3.65923
YHR211W,10.5835,6.11123,4.97952,3.94824
YOL018C,7.01801,7.27415,5.65956,5.57693
YFR022W,5.12144,10.2691,62.9072,216.604
YOR242C,1.52209,2.76447,3.42804,2.21818
YEL033W,568.88,881.542,383.947,373.835
YIL108W,13.7516,17.291,9.1508,7.19477
YNL115C,2.56168,13.3443,18.8555,9.53048
YDR261C-D,0,0,0,0
YNL196C,1.35591,2.24742,4.15392,9.75024
YKR015C,2.58655,5.63154,9.23867,17.4738
YMR174C,24.417,197.496,134.508,161.05
YOL038W,77.6378,111.546,72.5571,70.803
YGL082W,22.5991,18.1509,12.9387,8.24552
YBR110W,25.2871,29.5453,21.0465,18.7212
YOR026W,21.6929,10.8151,7.97437,15.9391
YBL020W,35.6789,34.2779,39.4823,46.7196
YPL177C,38.3436,61.9848,34.2061,30.9367
YNL005C,36.8963,63.5214,44.0748,36.7865
YKR081C,113.173,90.7493,53.2397,37.7089
YDL181W,30.9427,350.648,464.731,308.081
YIL054W,0.722514,0.572826,0,1.12687
YOR161C-C,8.78583,10.8129,18.8304,17.2584
YOR111W,9.82607,9.63109,6.29822,4.71652
YML112W,18.3184,20.258,20.657,23.9291
YBR039W,73.7844,199.223,199.714,107.96
YER094C,59.5561,101.717,114.706,131.697
YIL156W,4.60951,3.83507,3.13975,2.22225
YPL179W,66.4052,71.2032,53.7227,53.341
YLR174W,2.94998,8.33093,35.991,23.83
YMR183C,53.3449,24.8907,9.32595,6.49399
YER054C,3.2252,9.14864,27.7197,57.4612
YLR025W,37.6319,31.9249,27.2923,38.9659
YGR175C,2446.14,3284.36,998.235,929.509
YHR023W,2.69861,0.686135,0.274531,0.235101
YER047C,7.3547,5.71816,4.98726,3.4684
YDR063W,86.3377,52.0583,18.4303,9.452
YDR323C,5.39887,7.18996,4.98721,3.40494
YPL127C,38.6291,14.0296,19.0989,22.8351
YNL044W,153.4,112.232,87.3317,94.5823
YNL128W,1.08365,2.30482,1.72528,1.07325
YGR078C,73.7742,58.2915,36.9602,15.2791
YLR218C,4.06978,11.1015,14.6773,17.3709
YGL061C,12.6631,8.15515,4.8542,3.38222
YCR071C,22.2555,53.3524,52.8598,29.3495
YDL211C,7.75922,3.31642,1.95275,1.18295
YOR025W,9.95636,2.39446,0.395388,1.10454
YHR196W,66.1414,52.0535,39.0336,23.4636
YLR449W,50.2059,51.8824,33.7683,15.451
YDR291W,6.56502,6.79333,6.1666,4.78156
YDL100C,53.983,45.3849,43.7142,52.6501
YGL078C,141.31,91.1259,60.255,41.3694
YER165W,247.02,234.474,95.0186,73.4389
YDL199C,1.05077,2.72698,6.24198,4.40434
YMR294W,5.48317,4.66862,4.2156,3.46378
YJR035W,2.32657,2.87635,2.13461,1.64721
YBR289W,5.27004,2.68321,1.50725,1.25653
YOL088C,17.1993,14.8949,9.72375,7.85622
YOL159C,26.05,31.6215,21.9841,15.6765
YLR068W,34.793,34.2169,22.4141,17.0891
YOL056W,25.0349,16.5872,13.3866,6.53806
YDR531W,70.4139,68.1756,20.0859,13.9764
YOR322C,21.1807,22.4485,22.619,19.7813
YDL069C,7.89356,8.90034,8.39263,9.45625
YMR220W,156.143,201.228,72.5104,52.4045
YAL033W,32.2637,25.2955,14.6074,7.03956
YGL027C,12.7576,7.98227,3.14778,2.22622
YLL011W,52.8564,40.6182,27.2478,19.4097
YKR095W,5.39977,2.79441,1.65466,0.915907
YOR361C,106.55,79.3392,65.6449,65.5175
YOR250C,10.323,8.97995,5.56363,4.25294
YLR151C,6.2526,4.14163,5.96375,8.10683
YER022W,5.44678,4.0133,2.15113,1.3731
YMR202W,1621.37,2412.4,790.824,807.716
YJR135C,6.60303,5.53795,2.95245,2.70182
YKL058W,150.768,175.162,149.481,107.911
YHR113W,27.2202,35.3762,29.3247,28.7235
YCR051W,38.4142,69.11,35.1835,19.579
YBL067C,11.1223,8.57223,8.14195,6.01136
YGR186W,19.6111,15.9328,16.2318,17.2129
YPL231W,40.4036,65.2959,17.262,14.8479
YPL043W,44.6279,31.2983,18.9588,13.4447
YLR244C,169.208,199.314,161.922,107.825
YJL004C,41.4366,47.0983,67.2511,67.8647
YPL189W,32.0676,27.6751,14.085,7.47068
YGR224W,5.34606,5.36892,2.64383,5.57037
YER131W,1728.13,832.475,466.153,150.786
YPL248C,7.86471,9.89914,8.00192,6.53856
YGL103W,2403.65,1861.16,1201.58,547.564
YPR160W,11.559,332.992,441.254,552.589
YOR159C,241.797,188.768,141.883,73.5808
YBR227C,10.6111,9.50592,3.58678,1.79448
YDL233W,2.98907,5.46318,6.63544,6.29139
YDR386W,2.12578,2.42159,2.55716,2.25126
YOR261C,29.2939,37.2229,53.4023,60.8962
YLR141W,6.44034,6.00437,3.1396,2.92603
YOR296W,2.61204,3.48628,2.90162,1.8594
YER013W,4.14492,3.96834,3.21266,4.09366
YHR164C,0.866254,1.29443,0.743083,0.964466
YLL031C,19.2621,17.9624,13.7473,12.169
YGR258C,5.95487,9.103,7.84475,8.01464
YAR035W,0.130462,0.245381,0.0614608,0.0496382
YBR302C,26.8427,44.301,41.8569,32.8682
YGL014W,49.0056,54.4011,40.3745,41.5475
YGL021W,22.1885,3.92371,0.674127,0.489681
YEL075C,5.49478,3.85452,6.49253,4.06416
YMR022W,83.659,118.297,128.425,95.0839
YLR315W,7.78182,6.9779,6.73889,3.73377
YDR393W,8.45398,11.4646,10.1474,13.7283
YHR213W-B,8.69533,12.8155,7.72022,5.97684
YER048C,24.7833,29.801,17.7404,18.423
YAL051W,7.09785,7.62617,8.19565,9.08913
YDL120W,62.9064,82.3142,70.6805,65.1465
YIL007C,12.7827,21.8517,20.244,14.6627
YJR045C,102.074,283.802,402.739,416.955
YOL103W-B,0.000171753,0.000189195,4.96301E-06,0
YMR106C,2.57575,2.72849,1.56883,1.05069
YDR501W,3.92886,2.32459,5.00187,2.00551
YML059C,12.3854,31.7049,28.245,13.7483
YKR027W,6.30856,4.00989,1.27015,0.611123
YER024W,9.22834,10.9327,4.25592,3.15344
YLL058W,45.4515,33.7563,30.9731,38.2138
YNL048W,20.1819,31.5924,19.5177,15.0875
YIL064W,38.9007,42.1454,34.3167,22.3308
YHR161C,8.77925,10.7201,12.3428,10.6691
YNL311C,9.5129,5.84484,2.83505,2.38079
YOL028C,17.1511,14.4491,10.1264,9.13419
YMR231W,6.75131,4.93057,3.59428,2.20693
YGR174W-A,66.1504,390.937,425.712,332.925
YDR324C,61.6203,43.1123,23.1235,11.9467
YDR222W,26.4974,15.0061,16.1357,26.7175
